Location,J,I,Ld,Lv,Wa,Wp,Dd,Dv,In,Delta
Grassy Island BC,-1.00,-3.12,1.46,0.87,0.84,0.71,0.83,1.62,0.69,0.14
Grassy Island BC,-2.35,4.73,1.31,1.03,0.96,0.64,0.69,1.70,0.79,0.21
Grassy Island BC,0.38,-4.54,1.40,0.95,0.97,0.82,1.07,1.56,0.75,0.22
Grassy Island BC,4.08,-8.95,1.41,0.96,1.10,1.22,0.88,1.93,0.70,0.15
Grassy Island BC,3.72,-7.20,1.64,0.76,0.96,0.88,0.94,1.48,0.67,0.13
Grassy Island BC,-1.50,-0.88,1.39,1.01,0.82,0.78,1.00,1.52,0.76,0.13
Grassy Island BC,-3.04,1.55,1.45,0.95,0.94,0.99,1.04,1.57,0.63,0.15
Grassy Island BC,0.48,-0.04,1.58,0.83,1.18,0.85,0.89,1.89,0.87,0.18
Grassy Island BC,-3.47,0.54,1.62,0.83,0.96,0.91,0.96,1.50,0.67,0.12
Grassy Island BC,3.60,-1.71,1.49,0.97,0.90,0.82,0.96,1.67,0.50,0.17
Grassy Island BC,1.48,-1.41,1.58,0.92,1.08,0.76,0.91,1.68,0.82,0.15
Grassy Island BC,-0.66,0.13,1.49,1.02,0.83,0.60,0.75,2.12,0.80,0.16
Grassy Island BC,5.73,-0.34,1.69,0.83,0.77,0.70,1.03,1.75,0.74,0.17
Grassy Island BC,4.46,-3.02,1.50,1.03,1.16,1.16,0.97,1.76,0.69,0.14
Grassy Island BC,-0.09,-0.53,1.59,0.94,0.80,0.54,0.76,1.76,0.74,0.21
Grassy Island BC,-3.32,-0.68,1.58,0.98,1.02,0.96,0.94,1.69,0.78,0.16
Grassy Island BC,1.32,-0.45,1.62,0.96,1.03,1.11,0.92,2.24,0.89,0.20
Grassy Island BC,-1.09,-1.52,1.57,1.01,0.90,0.67,1.04,1.66,0.62,0.16
Grassy Island BC,3.81,-0.57,1.62,1.00,1.05,0.72,0.86,1.86,0.85,0.11
Grassy Island BC,1.67,0.49,1.65,0.97,0.98,0.72,1.18,1.49,0.76,0.18
Grassy Island BC,-3.85,7.31,1.52,1.12,0.91,0.61,1.04,1.71,0.82,0.17
Grassy Island BC,15.63,-18.38,1.63,1.01,1.04,1.17,0.95,1.85,0.85,0.19
Grassy Island BC,6.37,-0.43,1.65,0.99,0.88,0.62,0.99,1.70,0.84,0.17
Grassy Island BC,-4.44,4.78,1.58,1.07,0.93,0.74,0.92,1.64,0.86,0.15
Grassy Island BC,-1.57,9.53,1.49,1.16,0.95,0.90,1.14,1.61,0.63,0.14
Grassy Island BC,3.26,-0.72,1.64,1.02,1.02,0.62,1.16,2.04,0.91,0.12
Grassy Island BC,0.27,1.32,1.52,1.16,1.01,0.76,0.79,1.94,0.75,0.16
Grassy Island BC,6.75,0.42,1.79,0.92,1.06,0.76,1.16,1.73,1.01,0.15
Grassy Island BC,-4.92,7.45,1.56,1.18,0.89,1.01,1.11,1.80,0.74,0.18
Grassy Island BC,1.62,-0.75,1.64,1.11,1.01,0.64,0.72,2.02,0.56,0.21
Grassy Island BC,-3.79,0.46,1.75,1.03,0.95,0.91,0.75,1.90,0.84,0.20
Grassy Island BC,1.84,0.15,1.84,0.95,0.88,0.82,0.89,1.95,0.92,0.16
Grassy Island BC,-0.49,-1.85,1.72,1.08,0.94,0.81,1.33,1.91,0.84,0.17
Grassy Island BC,7.90,-3.29,1.57,1.25,1.04,0.82,1.01,1.57,0.76,0.22
Grassy Island BC,0.52,-1.54,1.81,1.01,1.17,0.98,1.01,2.33,1.03,0.20
Grassy Island BC,-0.57,-1.17,1.57,1.26,1.08,0.85,0.84,2.09,0.93,0.16
Grassy Island BC,2.11,-4.00,1.84,1.00,1.12,0.99,0.95,1.94,0.74,0.15
Grassy Island BC,-1.46,1.06,1.71,1.13,0.97,0.86,0.95,2.02,1.00,0.13
Grassy Island BC,1.87,0.57,1.83,1.03,1.05,0.82,0.92,2.01,0.89,0.18
Grassy Island BC,1.99,-0.29,1.79,1.07,0.89,0.90,1.09,1.84,0.66,0.14
Grassy Island BC,0.27,-4.54,1.84,1.03,1.07,0.99,1.28,2.12,1.09,0.15
Grassy Island BC,0.19,-0.40,1.76,1.11,1.29,1.06,1.22,2.49,1.09,0.16
Grassy Island BC,-4.07,2.24,1.74,1.15,1.04,0.85,0.93,1.71,0.75,0.22
Grassy Island BC,-4.13,-6.49,1.74,1.15,1.30,0.91,1.06,2.11,0.95,0.18
Grassy Island BC,-1.34,-4.04,1.88,1.02,1.10,0.88,0.96,1.95,0.95,0.17
Grassy Island BC,-6.27,-2.05,1.71,1.19,1.18,1.14,1.10,1.96,0.93,0.22
Grassy Island BC,2.58,4.26,1.88,1.04,1.48,1.04,1.02,1.77,0.70,0.18
Grassy Island BC,3.43,-1.50,1.97,0.96,1.14,1.07,1.14,2.19,0.87,0.13
Grassy Island BC,2.15,0.93,1.62,1.34,1.14,0.69,1.01,2.15,0.77,0.21
Grassy Island BC,-7.49,0.26,2.05,0.95,1.16,1.08,1.26,2.02,1.10,0.23
Grassy Island BC,0.12,-5.92,1.84,1.16,1.18,0.97,0.99,1.87,0.69,0.19
Grassy Island BC,2.84,-5.02,1.75,1.28,1.30,0.83,1.18,2.00,0.91,0.15
Grassy Island BC,1.09,-1.29,1.93,1.11,1.35,1.17,1.05,1.96,0.97,0.19
Grassy Island BC,-0.39,0.26,1.78,1.27,1.34,0.81,1.22,2.09,0.95,0.20
Grassy Island BC,3.96,-4.07,1.85,1.22,0.90,0.91,1.12,1.89,0.95,0.17
Grassy Island BC,2.37,-2.00,1.99,1.09,1.08,0.81,1.27,1.99,1.03,0.22
Grassy Island BC,-4.59,5.39,1.97,1.12,1.13,1.05,1.33,1.98,0.97,0.24
Grassy Island BC,1.65,3.06,1.80,1.31,1.42,1.09,0.98,2.31,0.97,0.21
Grassy Island BC,2.08,1.08,1.85,1.27,1.37,0.88,1.22,2.15,1.21,0.14
Grassy Island BC,-1.55,-6.71,1.91,1.24,1.46,0.87,1.23,2.08,1.11,0.19
Grassy Island BC,-1.95,0.08,1.92,1.26,1.27,1.17,1.22,2.51,1.11,0.15
Grassy Island BC,-0.11,-6.04,2.04,1.14,1.38,1.16,1.29,2.17,1.17,0.16
Grassy Island BC,-6.57,5.22,1.93,1.26,1.36,1.04,1.40,2.15,1.04,0.21
Grassy Island BC,-4.21,-0.46,2.04,1.14,1.19,1.11,1.25,2.01,1.13,0.16
Grassy Island BC,-2.44,-0.94,1.85,1.35,0.96,0.94,1.16,2.01,1.23,0.25
Grassy Island BC,0.25,0.29,1.97,1.23,1.11,0.82,1.15,2.15,0.85,0.19
Grassy Island BC,1.06,0.59,1.94,1.27,0.97,0.88,1.09,2.15,0.81,0.18
Grassy Island BC,11.14,-1.26,2.04,1.17,1.37,1.01,1.19,2.28,1.19,0.18
Grassy Island BC,10.05,-3.98,2.23,1.03,1.28,1.02,1.31,2.13,0.91,0.14
Grassy Island BC,0.66,-5.75,2.05,1.28,1.56,1.19,1.19,2.33,0.95,0.20
Grassy Island BC,1.37,-3.39,2.02,1.33,1.36,1.24,1.28,2.46,1.22,0.20
Grassy Island BC,1.26,0.80,2.10,1.27,0.99,0.61,1.20,2.70,1.12,0.18
Grassy Island BC,7.08,-1.46,2.10,1.30,1.24,1.05,1.45,2.22,1.27,0.16
Grassy Island BC,5.18,-1.35,2.13,1.27,1.17,0.70,1.18,2.00,0.83,0.19
Grassy Island BC,-4.04,-1.61,1.90,1.52,1.01,1.25,1.31,2.40,1.21,0.21
Grassy Island BC,-0.09,-0.52,2.30,1.15,1.20,0.82,1.22,2.14,0.95,0.22
Grassy Island BC,0.85,-1.17,2.17,1.30,1.38,1.11,1.58,2.26,1.29,0.20
Grassy Island BC,-4.87,7.42,2.13,1.39,1.35,1.02,1.27,2.16,1.04,0.17
Grassy Island BC,-3.81,4.41,1.97,1.56,1.10,0.67,1.23,2.38,1.02,0.17
Grassy Island BC,-0.43,0.48,2.13,1.40,1.10,0.80,1.11,2.22,1.02,0.23
Grassy Island BC,0.34,1.11,2.17,1.46,1.54,1.72,1.44,2.88,1.23,0.29
Grassy Island BC,1.30,-0.91,2.05,1.58,1.52,0.96,1.13,2.39,0.93,0.17
Grassy Island BC,4.91,-0.46,2.46,1.19,1.27,0.95,1.07,2.52,1.05,0.17
Grassy Island BC,-2.31,0.82,2.26,1.40,1.25,1.33,1.35,2.29,1.30,0.22
Grassy Island BC,-1.29,0.43,2.08,1.62,1.44,1.53,1.28,2.77,1.28,0.20
Grassy Island BC,-1.40,3.24,2.06,1.67,1.41,1.09,1.41,2.62,1.27,0.20
Grassy Island BC,-1.40,-1.47,2.47,1.26,1.30,1.15,1.42,2.66,1.31,0.23
Grassy Island BC,2.93,-6.09,2.42,1.45,1.42,1.09,1.31,3.11,1.15,0.18
Grassy Island BC,4.52,0.14,2.60,1.35,1.49,0.91,1.54,2.68,1.28,0.25
Grassy Island BC,1.05,-2.22,2.45,1.57,1.67,1.31,1.36,2.79,1.13,0.22
Grassy Island BC,-1.31,6.05,2.54,1.65,1.52,1.25,1.64,2.65,1.53,0.27
Grassy Island BC,-1.26,0.81,2.80,1.40,1.70,1.46,1.73,2.56,1.45,0.20
Grassy Island BC,1.92,-0.77,2.99,1.35,1.60,1.04,1.58,2.82,1.30,0.22
Grassy Island BC,6.27,-3.67,2.69,1.69,1.46,1.12,1.53,2.91,1.40,0.28
Grassy Island BC,-1.08,4.47,2.94,1.55,1.33,1.47,1.63,3.12,1.17,0.17
Grassy Island BC,4.00,-0.07,3.11,1.38,1.51,1.33,1.55,3.15,1.54,0.21
Grassy Island BC,3.17,1.00,2.59,1.95,1.48,1.08,1.73,3.10,1.34,0.28
Grassy Island BC,-0.16,-0.95,2.71,1.84,1.55,1.23,1.49,2.67,1.62,0.26
Grassy Island BC,0.15,1.03,3.10,1.50,1.51,1.48,1.91,3.25,1.27,0.29
Grassy Island BC,2.13,0.03,2.93,1.69,1.61,1.20,1.80,3.07,1.58,0.31
Grassy Island BC,1.43,0.52,2.82,1.82,1.80,1.38,1.88,3.22,1.75,0.29
Grassy Island BC,-5.92,7.20,2.79,1.87,1.49,1.55,1.71,3.20,1.59,0.24
Grassy Island BC,-2.49,-0.36,2.92,1.81,1.54,1.34,1.96,2.78,1.42,0.22
Grassy Island BC,-1.16,-0.56,2.75,2.17,1.70,1.25,1.80,3.23,1.58,0.32
Grassy Island BC,-3.51,0.09,3.15,1.82,1.72,1.65,1.62,2.55,1.36,0.22
Grassy Island BC,-0.34,-0.48,3.20,1.79,2.24,1.94,1.97,3.49,1.98,0.29
Grassy Island BC,-2.99,-0.42,3.00,2.01,1.67,1.56,2.05,3.23,1.45,0.33
Grassy Island BC,-4.00,-0.47,2.96,2.15,1.51,1.36,2.09,3.28,1.58,0.42
Grassy Island BC,-1.42,6.26,3.24,1.97,2.55,2.24,1.91,2.93,1.45,0.26
Grassy Island BC,-1.82,-0.55,3.89,1.95,1.98,2.50,2.36,3.87,1.65,0.35
Grassy Island BC,2.55,0.76,3.40,2.53,1.85,1.27,1.97,4.18,1.63,0.41
Grassy Island BC,2.00,-0.01,4.03,2.04,2.39,1.29,2.96,5.15,2.18,0.33
Grassy Island BC,4.37,-2.76,4.09,2.90,2.68,2.43,2.62,5.20,2.58,0.43
Grassy Island BC,1.85,-0.96,1.08,0.74,0.72,0.68,0.65,1.29,0.51,0.10
Grassy Island BC,16.15,-15.33,1.17,0.69,0.77,0.56,0.62,1.18,0.51,0.13
Grassy Island BC,-0.51,-2.48,1.20,0.84,0.79,0.67,0.64,1.43,0.58,0.14
Grassy Island BC,-1.45,0.22,1.34,0.83,0.67,0.59,0.99,1.53,0.88,0.12
Grassy Island BC,1.24,0.61,1.75,1.13,1.07,0.88,0.87,1.82,0.75,0.13
Grassy Island BC,-0.88,-4.69,2.33,1.29,1.24,1.09,1.37,2.06,0.86,0.18
Grassy Island BC,1.02,-1.50,2.28,1.54,1.26,1.08,1.32,2.63,1.11,0.19
Grassy Island BC,1.32,-1.49,2.54,1.34,1.59,1.14,1.61,2.67,1.23,0.19
Grassy Island BC,1.25,0.78,2.35,1.54,1.65,1.24,1.46,2.93,1.51,0.24
Grassy Island BC,-1.34,0.39,2.35,1.62,1.70,1.51,1.48,3.15,1.62,0.23
Grassy Island BC,8.70,-7.76,0.76,0.46,0.43,0.38,0.47,0.75,0.46,0.08
Grassy Island BC,13.97,-20.91,0.76,0.59,0.57,0.44,0.48,1.03,0.56,0.14
Grassy Island BC,-0.70,-6.91,0.98,0.54,0.56,0.51,0.62,1.43,0.61,0.13
Grassy Island BC,15.71,-10.89,0.98,0.56,0.63,0.51,0.53,1.19,0.56,0.11
Grassy Island BC,14.85,-17.57,0.95,0.63,0.59,0.50,0.58,1.06,0.54,0.09
Grassy Island BC,13.19,-21.87,1.07,0.52,0.65,0.48,0.63,1.03,0.60,0.09
Grassy Island BC,10.98,-18.57,0.93,0.67,0.63,0.40,0.56,1.08,0.44,0.11
Grassy Island BC,17.07,-14.92,0.96,0.65,0.69,0.49,0.59,0.99,0.53,0.11
Grassy Island BC,11.53,-20.76,1.13,0.58,0.60,0.41,0.58,1.13,0.58,0.12
Grassy Island BC,11.39,-19.64,0.98,0.74,0.69,0.48,0.68,1.34,0.62,0.11
Grassy Island BC,15.10,-14.99,1.19,0.60,0.65,0.52,0.64,1.30,0.67,0.12
Grassy Island BC,24.21,-12.39,1.17,0.68,0.72,0.43,0.66,1.32,0.52,0.08
Grassy Island BC,19.00,-11.03,1.15,0.74,0.71,0.48,0.88,1.10,0.55,0.11
Grassy Island BC,10.39,-9.10,1.15,0.76,0.67,0.53,0.73,1.26,0.73,0.15
Grassy Island BC,13.16,-6.46,1.26,0.68,0.73,0.53,0.69,1.25,0.60,0.15
Grassy Island BC,7.66,-13.29,1.30,0.73,0.72,0.62,0.79,1.32,0.73,0.10
Grassy Island BC,23.47,-14.08,1.08,0.99,0.73,0.55,0.65,1.36,0.58,0.10
Grassy Island BC,14.87,-9.54,1.25,0.84,0.92,0.63,0.75,1.43,0.60,0.13
Grassy Island BC,1.69,-5.31,1.29,0.86,0.84,0.72,0.88,1.37,0.77,0.16
Grassy Island BC,14.97,-19.90,1.35,0.81,0.83,0.59,0.68,1.62,0.69,0.10
Grassy Island BC,18.94,-17.59,1.44,0.72,0.84,0.54,0.69,1.59,0.60,0.09
Grassy Island BC,28.64,-21.30,1.46,0.73,0.86,0.65,0.83,1.69,0.70,0.09
Grassy Island BC,17.25,-15.77,1.46,0.76,0.83,0.69,0.85,1.61,0.71,0.09
Grassy Island BC,27.06,-10.35,1.44,0.79,0.82,0.66,0.80,1.41,0.56,0.11
Grassy Island BC,18.16,-15.56,1.32,0.92,0.85,0.58,0.79,1.65,0.79,0.10
Grassy Island BC,14.91,-19.26,1.36,0.90,0.97,0.72,0.79,1.51,0.59,0.14
Grassy Island BC,18.36,-12.89,1.48,0.78,0.82,0.60,0.76,1.55,0.59,0.09
Grassy Island BC,17.38,-9.82,1.50,0.77,0.91,0.82,0.97,1.41,0.76,0.13
Grassy Island BC,13.38,-16.43,1.47,0.81,0.92,0.77,0.85,1.47,0.69,0.11
Grassy Island BC,12.24,-13.17,1.65,0.65,0.81,0.67,0.83,1.57,0.66,0.18
Grassy Island BC,15.52,-20.50,1.58,0.72,0.84,0.75,0.84,1.69,0.81,0.14
Grassy Island BC,28.74,-17.03,1.45,0.88,0.90,0.59,0.91,1.46,0.70,0.10
Grassy Island BC,20.43,-13.47,1.45,0.90,0.91,0.56,0.77,1.63,0.68,0.15
Grassy Island BC,36.16,-18.45,1.56,0.82,0.93,0.61,0.80,1.68,0.74,0.11
Grassy Island BC,10.12,-9.39,1.54,0.84,0.82,0.58,0.79,1.60,0.84,0.12
Grassy Island BC,16.71,-15.07,1.41,0.98,0.87,0.50,0.92,1.48,0.65,0.12
Grassy Island BC,23.81,-13.26,1.52,0.87,0.94,0.65,1.02,1.96,0.85,0.10
Grassy Island BC,14.77,-18.01,1.50,0.91,0.96,0.82,1.02,1.56,0.84,0.09
Grassy Island BC,8.65,-7.33,1.33,1.12,0.82,0.73,1.14,1.50,0.74,0.13
Grassy Island BC,19.26,-18.00,1.55,0.92,0.89,0.77,0.84,1.76,0.76,0.08
Grassy Island BC,11.89,-16.12,1.65,0.84,0.82,0.82,0.67,1.99,0.80,0.24
Grassy Island BC,21.65,-13.67,1.60,0.92,1.02,0.56,0.88,1.71,0.86,0.12
Grassy Island BC,9.40,-16.56,1.71,0.80,0.96,0.85,0.92,1.78,0.78,0.12
Grassy Island BC,14.86,-11.13,1.62,0.91,0.96,0.57,1.10,1.75,0.90,0.15
Grassy Island BC,22.88,-15.45,1.81,0.72,0.87,0.78,1.11,1.95,0.80,0.12
Grassy Island BC,19.78,-15.88,1.71,0.82,0.86,0.88,1.05,1.69,0.85,0.17
Grassy Island BC,1.39,0.11,1.43,1.11,0.81,0.65,1.11,1.52,0.80,0.16
Grassy Island BC,9.68,-14.42,1.62,0.93,0.84,0.71,0.86,1.70,0.69,0.11
Grassy Island BC,4.07,-4.61,1.68,0.88,0.89,0.80,0.94,1.73,0.93,0.15
Grassy Island BC,17.54,-20.16,1.49,1.07,1.11,0.53,0.99,1.61,0.82,0.11
Grassy Island BC,37.46,-34.11,1.69,0.88,1.26,0.79,1.01,1.63,0.87,0.14
Grassy Island BC,22.15,-17.41,1.50,1.07,0.97,0.65,0.94,1.57,0.74,0.17
Grassy Island BC,13.57,-7.42,1.62,0.96,0.99,0.73,1.03,1.58,0.87,0.10
Grassy Island BC,18.74,-10.84,1.54,1.04,1.06,0.70,0.88,1.85,0.80,0.13
Grassy Island BC,12.35,-4.65,1.85,0.75,0.94,0.60,0.70,1.82,0.59,0.07
Grassy Island BC,-0.26,-2.74,1.53,1.08,0.75,0.72,0.93,1.62,0.90,0.16
Grassy Island BC,10.13,-15.20,1.67,0.97,1.01,0.74,1.00,1.83,0.93,0.10
Grassy Island BC,3.25,-3.40,1.47,1.21,0.71,0.67,1.01,1.70,1.02,0.14
Grassy Island BC,7.91,-8.99,1.64,1.04,1.01,0.69,1.04,1.76,0.82,0.13
Grassy Island BC,-1.65,-5.28,1.76,0.93,1.04,0.82,1.04,1.68,1.05,0.17
Grassy Island BC,11.02,-19.39,1.78,0.94,0.93,0.98,1.02,1.85,0.81,0.13
Grassy Island BC,10.73,-11.22,1.75,0.99,1.11,0.99,0.99,1.79,0.80,0.17
Grassy Island BC,6.44,-3.92,1.73,1.01,1.01,0.80,1.01,1.85,1.01,0.16
Grassy Island BC,2.65,-1.94,1.77,0.98,1.02,0.92,0.90,1.94,1.03,0.12
Grassy Island BC,17.08,-9.74,1.57,1.20,0.89,0.51,1.03,1.74,0.91,0.15
Grassy Island BC,-0.91,-5.07,1.90,0.88,1.02,0.73,1.01,2.14,1.13,0.16
Grassy Island BC,14.62,-9.74,1.74,1.08,1.10,0.83,0.94,2.05,0.84,0.10
Grassy Island BC,18.71,-11.52,1.76,1.06,1.03,0.84,0.93,1.97,0.87,0.13
Grassy Island BC,16.03,-11.46,1.85,0.98,1.01,0.71,1.03,1.88,0.90,0.16
Grassy Island BC,22.21,-16.85,1.93,0.90,1.00,0.77,1.00,1.95,0.76,0.13
Grassy Island BC,24.97,-19.17,1.67,1.16,1.09,0.66,0.98,1.89,0.85,0.13
Grassy Island BC,15.47,-11.30,1.88,0.97,1.00,0.90,0.84,2.14,0.85,0.13
Grassy Island BC,7.91,-5.33,1.82,1.05,1.01,0.87,1.07,1.70,1.01,0.24
Grassy Island BC,18.43,-13.47,1.76,1.14,1.03,0.53,0.94,1.67,0.86,0.19
Grassy Island BC,26.05,-14.63,2.05,0.87,1.09,0.75,0.88,2.24,0.84,0.12
Grassy Island BC,17.94,-14.79,1.95,0.98,1.11,0.79,1.10,1.92,0.90,0.17
Grassy Island BC,14.31,-19.53,1.98,0.98,1.14,0.76,0.92,2.31,0.90,0.15
Grassy Island BC,4.17,-9.47,1.71,1.27,1.05,0.94,1.19,1.89,0.93,0.18
Grassy Island BC,0.39,-0.10,1.74,1.24,0.93,0.88,1.33,1.71,1.22,0.13
Grassy Island BC,16.36,-12.82,1.96,1.03,1.13,0.78,0.81,2.24,0.71,0.10
Grassy Island BC,14.78,-11.90,1.74,1.31,1.11,0.82,1.23,1.90,0.83,0.17
Grassy Island BC,21.80,-16.73,1.95,1.10,1.19,0.79,1.14,2.01,0.82,0.16
Grassy Island BC,16.50,-17.54,2.17,0.95,1.24,1.12,0.97,2.36,0.75,0.14
Grassy Island BC,15.14,-7.58,2.13,1.03,1.19,0.86,1.21,2.08,1.02,0.15
Grassy Island BC,13.34,-7.43,2.07,1.08,1.11,0.85,1.12,2.10,0.86,0.13
Grassy Island BC,19.53,-12.73,1.93,1.24,1.14,0.90,1.09,2.24,1.05,0.16
Grassy Island BC,9.74,-14.61,1.72,1.48,1.06,0.99,1.19,2.05,1.06,0.19
Grassy Island BC,18.96,-19.87,1.94,1.26,1.20,0.88,1.21,2.47,1.12,0.15
Grassy Island BC,24.43,-22.66,1.90,1.30,1.23,0.82,0.93,2.22,0.89,0.18
Grassy Island BC,1.25,-4.63,2.02,1.32,0.98,0.95,1.44,2.13,1.31,0.25
Grassy Island BC,0.67,-4.11,2.26,1.15,1.38,1.09,1.44,2.33,1.47,0.14
Grassy Island BC,23.44,-15.64,2.35,1.17,1.34,0.76,1.01,2.59,1.01,0.20
Grassy Island BC,13.93,-5.27,2.31,1.22,1.13,0.85,1.41,1.98,1.25,0.17
Grassy Island BC,26.30,-14.72,2.31,1.31,1.37,0.85,1.46,2.32,1.04,0.14
Grassy Island BC,25.68,-18.57,2.38,1.40,1.48,0.88,1.39,2.41,1.16,0.16
Grassy Island BC,-0.14,-0.68,1.97,1.16,1.09,1.12,0.94,2.29,0.79,0.16
Grassy Island BC,-2.68,-1.22,2.50,1.35,1.52,1.26,1.29,2.80,1.33,0.10
Grassy Island BC,3.29,-0.35,3.00,1.42,1.46,1.02,1.72,2.78,1.13,0.23
E. Russia,20.8539,-11.1824,1.95398,1.72082,1.48752,0.97389,0.924327,2.79122,0.668921,0.138617
E. Russia,28.477,-6.03994,1.12952,1.0199,1.12234,1.05666,1.09773,1.48799,0.661492,0.087257
E. Russia,6.68502,-3.31623,1.19896,0.892407,1.32086,1.04995,1.14751,1.58252,0.605316,0.0997267
E. Russia,12.9857,-5.48128,2.15795,1.34598,1.04405,0.725674,1.47955,2.35418,0.470534,0.138136
E. Russia,-9.52963,8.28858,1.18678,1.08369,0.93794,1.11606,1.32704,1.41824,0.314211,0.0794727
E. Russia,-3.27962,3.04666,0.836934,0.798666,1.10485,1.20457,0.767663,1.00441,0.567583,0.100317
E. Russia,-2.64025,1.99827,1.08274,0.806607,0.982526,0.955838,0.733903,1.23416,0.380728,0.0689887
E. Russia,-6.51911,5.88455,0.945691,0.712802,0.928687,0.879141,0.752098,0.918009,0.353519,0.104473
E. Russia,28.0903,-21.865,1.15281,1.03249,1.19932,0.870348,0.683329,1.48757,0.492294,0.0854746
E. Russia,-29.3489,23.026,1.21387,0.784958,0.780712,1.03808,0.664414,1.3764,0.337762,0.087965
E. Russia,-3.8781,6.09711,2.10133,1.36359,1.27688,1.48242,1.80542,2.34606,0.596463,0.146259
E. Russia,10.5743,-7.9411,1.53733,1.41525,1.19264,0.731295,0.892623,2.32585,0.686763,0.196337
E. Russia,10.3264,-4.53038,2.48666,2.38063,1.60792,1.51574,1.77464,3.3674,1.10603,0.222335
E. Russia,11.508,-7.27245,2.63491,1.58554,1.64594,1.48604,1.81622,2.65781,1.052,0.132107
E. Russia,12.2428,-7.88361,1.39481,1.26154,1.09424,0.871566,1.24128,1.68257,0.71552,0.17105
E. Russia,9.3883,-5.14514,1.56048,1.0448,0.991878,0.74935,0.911012,1.60259,0.675799,0.161926
E. Russia,-1.85475,1.87212,2.19702,1.58913,1.30615,1.49216,1.46219,2.79728,0.781313,0.166489
E. Russia,14.5887,-13.9416,1.42088,1.01068,1.06128,0.585371,0.978344,1.51294,0.718103,0.0630179
E. Russia,19.1481,-8.41397,1.9176,0.883742,1.09941,0.92688,1.17553,2.32318,0.750303,0.146344
E. Russia,21.0168,-8.37497,2.24247,2.18101,1.95887,1.1102,1.48405,2.99686,1.01107,0.202688
E. Russia,-0.0236936,1.55931,0.741796,0.439438,0.585102,0.487985,0.445478,0.711421,0.309435,0.0223002
E. Russia,12.3435,-6.21383,3.97745,3.21668,2.39043,1.93353,2.40755,4.18247,2.38294,0.147315
E. Russia,3.48233,-4.8724,2.29024,1.40604,1.51349,1.026,1.38457,2.22681,1.27217,0.223233
E. Russia,2.29511,-2.99548,2.67045,2.03452,2.05967,1.64267,1.7349,3.27055,1.59317,0.328654
E. Russia,-0.723698,1.3991,2.74154,1.849,1.78549,1.57518,1.97635,2.83985,1.64388,0.141154
E. Russia,11.7654,-3.07647,2.96041,1.91825,1.93717,1.59924,2.03536,3.0145,1.76327,0.166436
E. Russia,1.04099,-0.254078,1.40674,0.784278,0.846719,0.736118,0.959465,1.33849,0.770407,0.108399
E. Russia,-3.65582,3.43506,1.03767,0.732542,0.669095,0.681538,0.796042,1.05815,0.706565,0.0483456
E. Russia,3.46784,-1.66718,5.42595,3.44554,3.35385,3.03157,3.79895,6.30871,3.54053,0.207315
E. Russia,6.50815,-4.31034,2.09716,1.24792,1.48586,1.19356,1.26607,2.37682,1.0295,0.0714715
E. Russia,2.64934,-1.89342,3.29197,2.51803,2.25599,2.34582,2.98331,3.88344,2.37224,0.0796144
E. Russia,12.2172,-3.91034,2.69392,1.75311,1.79315,1.70011,1.89349,2.45977,0.999146,0.0730086
E. Russia,12.3187,-6.36307,3.1605,2.30071,2.03725,1.8187,1.91621,3.44204,1.71822,0.1296
E. Russia,7.47654,-4.23397,1.47746,0.902762,0.883036,0.879941,1.1196,1.42391,0.655169,0.0448539
E. Russia,-2.98429,2.9418,1.93,1.43976,1.2394,1.05693,1.23703,1.92013,1.3209,0.0575118
E. Russia,-4.62213,1.65418,2.46772,2.34306,1.67327,1.66001,1.98918,2.75159,1.70648,0.140382
E. Russia,7.4766,-3.31126,1.93082,1.29112,1.266,1.15491,1.55703,1.99253,0.980118,0.101243
E. Russia,-3.08785,4.95918,1.05122,0.811255,0.673696,0.648353,0.851549,1.18337,0.699692,0.091892
E. Russia,12.0436,-7.21859,1.27044,0.811088,0.790558,0.761321,0.970486,1.08553,0.64534,0.132355
E. Russia,2.10177,-3.55761,1.43317,1.11659,0.876451,0.826391,1.03604,1.54955,0.882883,0.036903
E. Russia,-2.66404,2.16964,1.56083,1.00295,0.820777,0.827444,1.07525,1.54247,0.756794,0.0898922
E. Russia,10.3374,-5.27241,1.75971,1.13484,1.12229,1.05666,1.28364,1.59834,0.944097,0.0848745
E. Russia,3.72379,-2.92257,4.56275,2.80789,1.84163,1.62697,2.87616,4.80491,1.48266,0.090069
E. Russia,7.68856,-5.35795,1.71631,1.001,1.01623,0.856432,1.08206,1.68216,0.901586,0.0926696
E. Russia,4.12086,-2.59423,1.98542,1.48925,1.31087,1.08683,1.80224,1.98129,0.943559,0.15973
E. Russia,4.12458,-3.75856,1.29365,1.0333,0.927774,0.843006,1.00932,1.43372,0.856525,0.122032
E. Russia,-4.5348,3.68441,1.55657,1.06257,0.972584,0.940776,0.97747,1.56769,0.936527,0.0980836
E. Russia,7.64402,-4.92843,1.93121,1.52288,1.01991,0.946947,1.4696,2.15906,0.919714,0.104741
E. Russia,5.31924,-5.127,1.96592,1.21006,1.05504,1.04137,1.39123,1.79872,0.897997,0.124692
E. Russia,9.38748,-4.4001,2.54234,1.85585,1.45117,1.2015,1.89013,2.83762,1.03119,0.157511
